MONTH	BOROUGH	COMMUNITYDISTRICT	REFUSETONSCOLLECTED	PAPERTONSCOLLECTED	MGPTONSCOLLECTED	BOROUGH_ID
2015 / 03	Bronx	11	2806.43	284.73	264.11	2
2015 / 03	Manhattan	3	2974.58	297.96	253.87	1
2015 / 03	Queens	7	5855.52	811.03	581.49	4
2015 / 03	Brooklyn	6	2111.79	546.58	370.58	3
2015 / 03	Manhattan	1	1328.96	335.65	198.69	1
2015 / 03	Bronx	2	1550.77	81.04	98.27	2
2015 / 03	Bronx	12	3555.67	358.33	435.87	2
2015 / 03	Bronx	7	3582.28	252.33	313.73	2
2015 / 03	Manhattan	7	5046.49	1070.97	672.84	1
2015 / 03	Queens	11	2593.49	506.71	371.97	4
2015 / 03	Manhattan	2	2011.91	416.76	305.18	1
2015 / 03	Brooklyn	14	4876.93	506.88	326.85	3
2015 / 04	Staten Island	1	5332.56	603.47	559.02	5
2015 / 04	Brooklyn	15	4411.23	583.47	419.86	3
2015 / 04	Brooklyn	12	6147.27	673.42	397.42	3
2015 / 04	Bronx	1	1795.42	89.87	101.25	2
2015 / 04	Queens	14	3199.37	218.6	190.07	4
2015 / 04	Manhattan	5	1249.89	260.99	159.92	1
2015 / 04	Manhattan	12	4719.28	468.69	497.99	1
2015 / 04	Manhattan	4	2145.57	430.47	369.15	1
2015 / 04	Queens	13	5310.02	519.57	617.29	4
2015 / 04	Manhattan	8	5294.94	1191.86	756.78	1
2015 / 04	Bronx	10	2509.94	308.28	311.56	2
2015 / 04	Brooklyn	10	3243.5	524.37	367.07	3
2015 / 04	Bronx	12	3720.91	353.41	439	2
2015 / 04	Brooklyn	8	2557	238.18	218.6	3
2015 / 04	Staten Island	3	5942.69	791.72	626.37	5
2015 / 04	Queens	9	4047.67	415.63	428.44	4
2015 / 04	Brooklyn	17	4190.78	310	351.24	3
2015 / 04	Brooklyn	14	4676.49	434.81	307.98	3
2015 / 04	Queens	10	3810.19	380.27	390.87	4
2015 / 04	Manhattan	11	2131.68	210.52	185.23	1
2015 / 04	Brooklyn	5	4358.97	245.73	318.51	3
2015 / 04	Manhattan	2	1982.93	437.14	313.09	1
2015 / 04	Bronx	9	3804.72	189.05	265.99	2
2015 / 04	Brooklyn	11	4826.55	629.24	439.63	3
2015 / 04	Queens	4	4152.57	329.61	303.1	4
2015 / 04	Brooklyn	6	2210.46	544.76	381.65	3
2015 / 04	Manhattan	3	2928.36	343.07	300.71	1
2015 / 04	Brooklyn	1	5132.08	502.5	418.26	3
2015 / 04	Queens	5	4921.58	631.13	636.42	4
2015 / 04	Bronx	6	2034.47	118.75	150.4	2
2015 / 04	Queens	11	3045.75	494.77	373.27	4
2015 / 04	Bronx	2	1459.56	86.67	121.44	2
2015 / 04	Queens	12	6665.41	474.53	647.25	4
2015 / 04	Queens	7	6452.53	798.23	587.99	4
2015 / 04	Brooklyn	13	2088.23	168.77	161.2	3
2015 / 04	Brooklyn	9	2933.32	229.01	183.49	3
2015 / 04	Bronx	5	3297.75	180.83	256.36	2
2015 / 04	Manhattan	7	5001.13	1081.75	696.83	1
2015 / 04	Bronx	3	1751.33	112.58	132.96	2
2015 / 04	Bronx	11	3028.54	275.19	272.08	2
2015 / 04	Brooklyn	2	2418.24	448.09	314.85	3
2015 / 04	Bronx	4	3888.07	194.67	235.41	2
2015 / 04	Bronx	8	2291.84	315.7	298.13	2
2015 / 04	Queens	2	2838.27	365.53	304.47	4
2015 / 04	Queens	1	4065.54	538.38	519.28	4
2015 / 04	Manhattan	9	2261.61	245.75	226.83	1
2015 / 04	Queens	8	3523.56	447.52	343.8	4
2015 / 04	Brooklyn	3	3872.63	279.97	254.61	3
2015 / 04	Brooklyn	16	1893.58	98.31	118.66	3
2015 / 04	Brooklyn	4	2879.19	193.83	260.97	3
2015 / 04	Bronx	7	3464.51	242.56	328.88	2
2015 / 04	Manhattan	10	2615.67	242.48	211.69	1
2015 / 04	Staten Island	2	4345.16	575.42	470.12	5
2015 / 04	Brooklyn	7	3288.97	397.68	351.96	3
2015 / 04	Manhattan	1	1234	334.34	210.56	1
2015 / 04	Brooklyn	18	5375.68	589.27	485.98	3
2015 / 04	Queens	3	4761.44	358.65	397.21	4
2015 / 04	Queens	6	2748.64	415.6	306.84	4
2015 / 04	Manhattan	6	2788.27	510.38	399.76	1
2015 / 05	Staten Island	3	6531.67	761.05	659.73	5
2015 / 05	Queens	3	4894.17	359.28	377.52	4
2015 / 05	Bronx	10	2641.62	306.1	327.08	2
2015 / 05	Queens	4	4235.24	313.36	297.52	4
2015 / 05	Manhattan	1	1352.62	335.61	223.43	1
2015 / 05	Manhattan	9	2496.73	298.89	255.72	1
2015 / 05	Queens	12	7163.01	462.07	648.17	4
2015 / 05	Brooklyn	1	5098.54	466.59	376.9	3
2015 / 05	Brooklyn	11	5048.34	588.84	425.36	3
2015 / 05	Brooklyn	17	4425.66	295.19	345.06	3
2015 / 05	Bronx	6	2088.13	102.4	136.79	2
2015 / 05	Manhattan	2	2036.06	383.61	278.82	1
2015 / 05	Manhattan	7	5109.93	1051.62	670.95	1
2015 / 05	Queens	7	6866.21	794.55	585.83	4
2015 / 05	Brooklyn	15	4651.44	553.87	391.97	3
2015 / 05	Manhattan	5	1292.53	248.72	150.65	1
2015 / 05	Manhattan	6	2884.67	507.79	399.86	1
2015 / 05	Bronx	11	3127.48	270.23	275.7	2
2015 / 05	Manhattan	8	5443.49	1144.57	727.83	1
2015 / 05	Staten Island	2	4703.58	531.61	469.31	5
2015 / 05	Queens	8	3792.92	444.82	329.86	4
2015 / 05	Brooklyn	7	3421.84	383.64	342.4	3
2015 / 05	Bronx	3	1747.45	92.71	115.09	2
2015 / 05	Queens	10	4152.75	353.26	377.62	4
2015 / 05	Brooklyn	18	5768.68	545.25	492.25	3
2015 / 05	Queens	11	3323.21	473.02	368.06	4
2015 / 05	Queens	6	2810.82	395.99	284.82	4
2015 / 05	Brooklyn	16	1966.82	96.3	120.1	3
2015 / 05	Brooklyn	13	2157.77	164.31	158.51	3
2015 / 05	Brooklyn	12	6180.8	636.41	357.74	3
2015 / 05	Bronx	5	3337.44	178.99	257.91	2
2015 / 05	Brooklyn	14	4840.63	413.52	291.38	3
2015 / 05	Bronx	7	3500.85	218.36	310.31	2
2015 / 05	Queens	2	2919.12	367.27	298.99	4
2015 / 05	Bronx	4	3941.55	195.72	236.82	2
2015 / 05	Brooklyn	4	3057.03	185.24	254.28	3
2015 / 05	Brooklyn	10	3346.64	486.68	360.6	3
2015 / 05	Brooklyn	3	4049.98	256.96	242.92	3
2015 / 05	Brooklyn	6	2275.53	547.5	383.74	3
2015 / 05	Brooklyn	2	2487.99	425.59	306.7	3
2015 / 05	Manhattan	3	2992.73	342.05	295.21	1
2015 / 05	Bronx	12	3953.34	334.3	434.89	2
2015 / 05	Manhattan	12	4814.28	436.12	456.24	1
2015 / 05	Queens	5	5140.77	594.49	611.67	4
2015 / 05	Manhattan	10	2725.62	234.15	203.35	1
2015 / 05	Brooklyn	8	2691.69	224.92	197.86	3
2015 / 05	Bronx	9	3930.91	185.71	271.47	2
2015 / 05	Staten Island	1	5483.96	590.38	563.02	5
2015 / 05	Bronx	1	1851.96	86.4	98.33	2
2015 / 05	Bronx	8	2353.08	302.39	279.68	2
2015 / 05	Queens	9	4236.01	389.4	415.16	4
2015 / 05	Brooklyn	9	3014.54	233.87	188.31	3
2015 / 05	Bronx	2	1467.63	80.25	115.51	2
2015 / 05	Manhattan	4	2305.07	469.71	373.49	1
2015 / 05	Queens	1	4121.96	512.36	492.59	4
2015 / 05	Manhattan	11	2246.15	185.26	169.5	1
2015 / 05	Brooklyn	5	4427.35	209.22	282.71	3
2015 / 05	Queens	13	5933.82	511.96	630.21	4
2015 / 05	Queens	14	3344.37	214.64	194.39	4
2015 / 06	Staten Island	2	4821.05	640.88	509.32	5
2015 / 06	Manhattan	4	2460.11	445.13	335.84	1
2015 / 06	Brooklyn	13	2370.67	192.48	172.25	3
2015 / 06	Manhattan	8	5678.1	1166.82	707.02	1
2015 / 06	Manhattan	12	5221.2	470.98	456.43	1
2015 / 06	Brooklyn	5	4987.37	285.18	340.42	3
2015 / 06	Manhattan	1	1412.56	341.4	218.68	1
2015 / 06	Manhattan	9	2575.39	267.62	220.22	1
2015 / 06	Brooklyn	8	3017.39	299.19	266.26	3
2015 / 06	Queens	12	7689.67	553.05	728.6	4
2015 / 06	Brooklyn	14	5324.02	528.02	341.72	3
2015 / 06	Bronx	9	4102.92	200.71	279.2	2
2015 / 06	Bronx	6	2259.1	128.6	156.45	2
2015 / 06	Manhattan	11	2441.88	210.72	168.66	1
2015 / 06	Queens	6	3019.66	449.62	313.34	4
2015 / 06	Queens	11	3439	585.61	418.75	4
2015 / 06	Queens	10	4392.1	450.11	435.91	4
2015 / 06	Bronx	1	2000.49	129.6	130.75	2
2015 / 06	Staten Island	1	5827.83	704.64	633.1	5
2015 / 06	Brooklyn	2	2619.46	496.26	340.24	3
2015 / 06	Brooklyn	9	3321.34	232.25	178.99	3
2015 / 06	Bronx	12	4225.82	394.94	484.88	2
2015 / 06	Queens	3	5362.1	399.18	404.46	4
2015 / 06	Queens	14	3577.02	246.76	202.99	4
2015 / 06	Brooklyn	12	6601.09	753.78	385.23	3
2015 / 06	Brooklyn	10	3625.42	608.08	409.05	3
2015 / 06	Bronx	8	2499.15	362.22	330.96	2
2015 / 06	Bronx	7	3828.45	282.17	345.99	2
2015 / 06	Queens	2	3152.88	444.72	339.52	4
2015 / 06	Queens	8	4112.07	537.94	379.14	4
2015 / 06	Manhattan	10	3026.49	246.08	210.68	1
2015 / 06	Manhattan	7	5408.28	1146.6	707.95	1
2015 / 06	Bronx	5	3649.98	216.5	289.81	2
2015 / 06	Brooklyn	6	2459.5	606.75	420.03	3
2015 / 06	Brooklyn	7	3621.34	492.75	398.08	3
2015 / 06	Brooklyn	17	4891	347.61	398.8	3
2015 / 06	Manhattan	3	3278.24	334.76	275.26	1
2015 / 06	Manhattan	5	1360.19	271.65	160.14	1
2015 / 06	Queens	13	6220.86	580.53	703.72	4
2015 / 06	Bronx	10	2718.83	342.9	329.35	2
2015 / 06	Queens	5	5240.04	718.57	672.63	4
2015 / 06	Queens	1	4456.17	651.47	569.1	4
2015 / 06	Manhattan	6	3024.23	502.49	356.48	1
2015 / 06	Brooklyn	4	3387.85	227.2	283.31	3
2015 / 06	Bronx	3	1913.28	124.99	132.66	2
2015 / 06	Brooklyn	1	5458.06	514.35	411.02	3
2015 / 06	Queens	9	4587.41	515.09	481.74	4
2015 / 06	Brooklyn	3	4408.79	316.22	300.47	3
2015 / 06	Brooklyn	11	5485.02	706.78	478.75	3
2015 / 06	Queens	7	7198.16	920.28	649.37	4
2015 / 06	Queens	4	4584.53	366.76	313.78	4
2015 / 06	Bronx	2	1555.74	81.46	103.9	2
2015 / 06	Brooklyn	16	2195.69	93.18	108.52	3
2015 / 06	Manhattan	2	2148.27	478.55	316.75	1
2015 / 06	Brooklyn	18	6087.47	633.83	529.83	3
2015 / 06	Brooklyn	15	4797.98	652.73	437.26	3
2015 / 06	Bronx	4	4292.55	248.56	278.05	2
2015 / 06	Bronx	11	3284.9	320.1	295.52	2
2015 / 06	Staten Island	3	6520.03	865.63	675.7	5
2015 / 07	Queens	5	4929.89	663.07	664.37	4
2015 / 07	Queens	13	6129.84	550.8	721.2	4
2015 / 07	Brooklyn	7	3467.56	424.41	387.48	3
2015 / 07	Manhattan	3	3113.4	368.46	318.79	1
2015 / 07	Brooklyn	15	4456.4	536.8	425.56	3
2015 / 07	Brooklyn	17	4767.45	324.8	417.85	3
2015 / 07	Bronx	11	3271.87	295.24	298.79	2
2015 / 07	Bronx	1	1961.62	102.96	108.52	2
2015 / 07	Bronx	2	1550.39	105.67	134.33	2
2015 / 07	Bronx	7	3726.65	273.32	346.54	2
2015 / 07	Queens	8	3968.3	497.45	368.83	4
2015 / 07	Brooklyn	9	3116.16	233.64	221.39	3
2015 / 07	Brooklyn	12	5245.95	559.31	336.54	3
2015 / 07	Brooklyn	13	2309.49	185.72	186.14	3
2015 / 07	Bronx	5	3523.06	197.24	276.81	2
2015 / 07	Staten Island	1	5404.23	631.13	635.99	5
2015 / 07	Queens	14	3679.35	247.84	226.2	4
2015 / 07	Bronx	4	4208.01	210.59	245.37	2
2015 / 07	Queens	12	7568.69	508.93	739.06	4
2015 / 07	Queens	1	4251.65	574.87	540.62	4
2015 / 07	Bronx	6	2176.65	123.2	150.97	2
2015 / 07	Brooklyn	16	2127.72	104.75	136.59	3
2015 / 07	Manhattan	8	4865.11	1034.5	679.32	1
2015 / 07	Queens	4	4482.61	382.93	348.49	4
2015 / 07	Queens	7	7105.89	847.04	621.48	4
2015 / 07	Manhattan	9	2401.81	270.8	243.7	1
2015 / 07	Staten Island	3	6005.41	810.41	729.32	5
2015 / 07	Manhattan	4	2255.25	454.5	386.08	1
2015 / 07	Brooklyn	11	5167.94	637.16	474.4	3
2015 / 07	Bronx	3	1886.77	119.49	138.88	2
2015 / 07	Brooklyn	3	4105.33	285.79	292.08	3
2015 / 07	Manhattan	7	4803.06	1026.61	669.94	1
2015 / 07	Manhattan	2	1917.64	385.58	277.79	1
2015 / 07	Queens	11	3241.43	508.19	399.95	4
2015 / 07	Queens	2	3025.27	404.49	329.72	4
2015 / 07	Brooklyn	10	3356.94	531.55	393.27	3
2015 / 07	Staten Island	2	4515.43	582	518.8	5
2015 / 07	Brooklyn	8	2816.51	234.47	236.48	3
2015 / 07	Manhattan	12	4958.2	514.09	514.06	1
2015 / 07	Bronx	9	4014.69	209.68	289.04	2
2015 / 07	Brooklyn	18	5985.48	569.73	571.63	3
2015 / 07	Manhattan	6	2764.4	527.25	408.56	1
2015 / 07	Brooklyn	14	4836.23	413.48	304.98	3
2015 / 07	Manhattan	1	1270.56	352.98	218.46	1
2015 / 07	Brooklyn	5	4927.52	265.32	359.63	3
2015 / 07	Manhattan	10	2926.65	261.57	234.66	1
2015 / 07	Brooklyn	2	2391.33	432.88	328.78	3
2015 / 07	Bronx	10	2642.87	330.79	341.48	2
2015 / 07	Brooklyn	4	3220.02	209.96	281.21	3
2015 / 07	Queens	9	4436.33	454.04	473.86	4
2015 / 07	Manhattan	11	2218.95	217.94	185.44	1
2015 / 07	Queens	3	5289.3	416.95	433.49	4
2015 / 07	Brooklyn	6	2218.85	542.5	401.33	3
2015 / 07	Manhattan	5	1261.7	246.11	157.07	1
2015 / 07	Brooklyn	1	4317.81	465.43	430.51	3
2015 / 07	Bronx	8	2370.58	328.7	312.45	2
2015 / 07	Bronx	12	4210.08	388.88	504.21	2
2015 / 07	Queens	6	2944.66	445.5	324.31	4
2015 / 07	Queens	10	4268.17	404.25	419.04	4
2015 / 08	Manhattan	12	4744.3	425.82	441.43	1
2015 / 08	Manhattan	2	1861.33	387.24	268.31	1
2015 / 08	Brooklyn	10	3117.27	496.61	373.92	3
2015 / 08	Manhattan	9	2343.34	261.35	231.08	1
2015 / 08	Brooklyn	18	5530.62	550.84	508.36	3
2015 / 08	Bronx	2	1465.89	77.08	105.51	2
2015 / 08	Manhattan	10	2780.41	214	199.93	1
2015 / 08	Manhattan	5	1220.4	233.53	137.82	1
2015 / 08	Manhattan	8	4665.41	985.51	639.1	1
2015 / 08	Brooklyn	17	4514.48	311.38	385.86	3
2015 / 08	Brooklyn	2	2327.62	414.44	301.68	3
2015 / 08	Brooklyn	11	4810.19	597.64	445.6	3
2015 / 08	Brooklyn	8	2707.41	237.72	227.41	3
2015 / 08	Manhattan	1	1228.28	324.29	199.1	1
2015 / 08	Brooklyn	1	4333.94	463.39	380.32	3
2015 / 08	Queens	8	3657.11	464	331.91	4
2015 / 08	Queens	9	4122.66	423.65	450.43	4
2015 / 08	Queens	10	3963.37	384.38	386.71	4
2015 / 08	Brooklyn	5	4543	231.62	320.58	3
2015 / 08	Bronx	8	2235.6	304.81	291.39	2
2015 / 08	Bronx	9	3778.65	193.1	272.62	2
2015 / 08	Queens	6	2769.18	415.14	296.63	4
2015 / 08	Queens	3	4844.78	346.76	385.23	4
2015 / 08	Bronx	6	2116.21	103.51	138	2
2015 / 08	Brooklyn	7	3278.12	404.27	363.79	3
2015 / 08	Bronx	12	3857.05	352.5	473.64	2
2015 / 08	Queens	7	6698.48	821.5	595.56	4
2015 / 08	Bronx	4	4005.05	202.03	258.23	2
2015 / 08	Queens	14	3366.8	224.03	200.15	4
2015 / 08	Brooklyn	6	2086.44	501.18	366.41	3
2015 / 08	Manhattan	4	2196.59	402.78	339.25	1
2015 / 08	Brooklyn	9	2959.11	217.14	180.91	3
2015 / 08	Queens	4	4290.62	318.52	306.36	4
2015 / 08	Staten Island	3	5381.62	712.47	619.95	5
2015 / 08	Queens	2	2879.3	377.7	306.41	4
2015 / 08	Brooklyn	4	3086.58	202.69	276.37	3
2015 / 08	Queens	1	4011.54	547.17	512.21	4
2015 / 08	Brooklyn	15	4165.44	522.13	393.95	3
2015 / 08	Queens	12	6959.12	474.97	685.63	4
2015 / 08	Staten Island	1	4996.84	588.58	587.32	5
2015 / 08	Brooklyn	14	4607.7	417.96	315.59	3
2015 / 08	Brooklyn	13	2121.04	161.45	159.91	3
2015 / 08	Bronx	3	1811.97	96.61	125.33	2
2015 / 08	Bronx	10	2447.52	302.3	322.19	2
2015 / 08	Queens	5	4573.47	597.25	605.63	4
2015 / 08	Manhattan	3	2952.91	311.36	274.77	1
2015 / 08	Brooklyn	3	3925.33	262.56	267.08	3
2015 / 08	Brooklyn	12	5075.37	562.02	332.05	3
2015 / 08	Manhattan	11	2140.43	192.39	167.74	1
2015 / 08	Bronx	5	3394.83	193.63	285.74	2
2015 / 08	Queens	11	3031.4	492.87	371.59	4
2015 / 08	Manhattan	7	4628.27	980.21	633.58	1
2015 / 08	Bronx	7	3581.36	239.33	336.66	2
2015 / 08	Queens	13	5652.82	512.44	654.58	4
2015 / 08	Manhattan	6	2718.66	465.44	350.79	1
2015 / 08	Staten Island	2	4121.43	533.7	466.77	5
2015 / 08	Brooklyn	16	2010.8	95.86	124.69	3
2015 / 08	Bronx	11	3035.46	279.28	277.81	2
2015 / 08	Bronx	1	1857.24	102	116.3	2
2015 / 09	Brooklyn	11	5064.24	639.89	459.55	3
2015 / 09	Staten Island	2	4246.84	575.04	481.24	5
2015 / 09	Bronx	7	3594.55	258.78	348.18	2
2015 / 09	Queens	14	3218.14	233.25	204.29	4
2015 / 09	Brooklyn	4	3059.91	202.31	276.46	3
2015 / 09	Queens	13	5520.74	528.97	667.06	4
2015 / 09	Queens	11	3117.56	523.94	395.44	4
2015 / 09	Queens	1	4068.86	567.85	531.86	4
2015 / 09	Queens	2	2961.69	415.06	328.8	4
2015 / 09	Brooklyn	12	6592.78	754.26	398.09	3
2015 / 09	Bronx	1	1894.76	114.79	120.38	2
2015 / 09	Queens	4	4271.71	345.42	321.26	4
2015 / 09	Manhattan	10	2869.65	269.51	223.37	1
2015 / 09	Bronx	8	2311.06	346.96	327.7	2
2015 / 09	Brooklyn	13	2144.55	180.1	178.04	3
2015 / 09	Bronx	3	1808.74	127.59	159.17	2
2015 / 09	Bronx	4	4015.61	205.91	257.29	2
2015 / 09	Manhattan	5	1297.93	294.08	161.91	1
2015 / 09	Brooklyn	5	4631.85	256.86	344.25	3
2015 / 09	Bronx	9	3763.29	197.88	269.95	2
2015 / 09	Bronx	5	3460.19	202.17	292.82	2
2015 / 09	Queens	6	2883.45	439.83	304.06	4
2015 / 09	Manhattan	6	2849.82	551.18	356.08	1
2015 / 09	Brooklyn	10	3229.74	536.96	388.77	3
2015 / 09	Manhattan	7	5078.87	1192.01	655.74	1
2015 / 09	Bronx	11	3051.89	286.26	280.78	2
2015 / 09	Manhattan	2	2006.97	481.02	301.73	1
2015 / 09	Brooklyn	2	2452.96	474.6	324.49	3
2015 / 09	Manhattan	8	5389.91	1235.12	700.48	1
2015 / 09	Manhattan	4	2299.37	462.97	346.82	1
2015 / 09	Brooklyn	16	1973.22	102.87	128.26	3
2015 / 09	Bronx	2	1495.17	81.46	119.18	2
2015 / 09	Brooklyn	14	4998.33	469.16	333.12	3
2015 / 09	Brooklyn	8	2693.83	262.98	247.59	3
2015 / 09	Queens	10	3871.67	381.53	392.39	4
2015 / 09	Bronx	10	2501.29	316.26	323.66	2
2015 / 09	Staten Island	3	5659.55	796.13	629.95	5
2015 / 09	Brooklyn	18	5622.29	588.01	516.46	3
2015 / 09	Manhattan	12	4894.62	485.64	488.89	1
2015 / 09	Brooklyn	1	5202.71	535.76	404.71	3
2015 / 09	Brooklyn	15	4706.15	623.88	433.48	3
2015 / 09	Brooklyn	17	4443.43	317.82	397.31	3
2015 / 09	Brooklyn	6	2213.18	570.52	392.34	3
2015 / 09	Queens	7	6728.51	820.05	602.59	4
2015 / 09	Brooklyn	7	3371.38	442.64	373.9	3
2015 / 09	Manhattan	1	1324.19	365.02	191.46	1
2015 / 09	Queens	9	4068.18	433.69	451.59	4
2015 / 09	Staten Island	1	5087.29	625.84	560.78	5
2015 / 09	Bronx	12	3816.61	371.22	479.6	2
2015 / 09	Brooklyn	9	3156.12	244.53	195.85	3
2015 / 09	Manhattan	3	2978.92	360.92	288.15	1
2015 / 09	Manhattan	9	2434.06	288.48	232.32	1
2015 / 09	Queens	12	6854.23	481.74	694.61	4
2015 / 09	Queens	8	3810.96	476.61	355.43	4
2015 / 09	Bronx	6	2133.94	134.38	174.76	2
2015 / 09	Brooklyn	3	4064.84	325.06	294.13	3
2015 / 09	Queens	3	4909.46	361.77	401.69	4
2015 / 09	Manhattan	11	2256.75	251.43	200.82	1
2015 / 09	Queens	5	4741.95	631.91	633.39	4
2015 / 10	Brooklyn	7	3334.62	423.85	383.52	3
2015 / 10	Bronx	5	3396.85	195.46	277.91	2
2015 / 10	Brooklyn	1	5374.44	572.33	432	3
2015 / 10	Manhattan	9	2438.53	303.54	266.7	1
2015 / 10	Brooklyn	3	3934.14	295.78	267.93	3
2015 / 10	Bronx	10	2502.52	357.81	342.25	2
2015 / 10	Queens	10	3569.48	395.76	381.95	4
2015 / 10	Brooklyn	11	5021.38	648.19	490.3	3
2015 / 10	Bronx	11	3085.15	308.29	286.73	2
2015 / 10	Manhattan	5	1363.02	290.45	158.89	1
2015 / 10	Manhattan	6	2989.87	653.64	444.04	1
2015 / 10	Manhattan	12	4892.01	483.26	502.94	1
2015 / 10	Manhattan	8	5646.58	1337.25	804.3	1
2015 / 10	Bronx	2	1444.86	92.35	139.37	2
2015 / 10	Manhattan	1	1389.37	421.96	257.55	1
2015 / 10	Manhattan	7	5259.5	1307	757.81	1
2015 / 10	Queens	9	3978.48	425.75	443.65	4
2015 / 10	Queens	6	2827.38	454.4	323.71	4
2015 / 10	Brooklyn	13	2072.43	180.72	179.71	3
2015 / 10	Brooklyn	17	4248.11	308.88	364.3	3
2015 / 10	Bronx	12	3688.27	360.63	458.93	2
2015 / 10	Bronx	9	3703.99	205.83	281.18	2
2015 / 10	Bronx	7	3573.61	247.45	346.15	2
2015 / 10	Manhattan	3	3003.18	373.97	320.6	1
2015 / 10	Staten Island	1	4916.53	624.66	552.31	5
2015 / 10	Brooklyn	18	5335.08	578.38	504.26	3
2015 / 10	Queens	5	4837.42	666.62	648.08	4
2015 / 10	Brooklyn	9	3155.97	261.12	202.97	3
2015 / 10	Brooklyn	2	2537.13	491.7	335.62	3
2015 / 10	Manhattan	11	2248.59	205.53	178.81	1
2015 / 10	Bronx	3	1761.17	99.27	123.49	2
2015 / 10	Bronx	8	2345.17	342.39	308.89	2
2015 / 10	Queens	14	3050.64	244.53	210.1	4
2015 / 10	Queens	7	6607.73	843.04	624.52	4
2015 / 10	Queens	3	4929.37	388.35	418.69	4
2015 / 10	Queens	11	3091.75	513.35	395.52	4
2015 / 10	Queens	1	4087.59	581.51	548.6	4
2015 / 10	Queens	2	2956.88	421.2	325.78	4
2015 / 10	Brooklyn	10	3277.67	541.04	406.61	3
2015 / 10	Bronx	6	2065.37	95.97	135.31	2
2015 / 10	Staten Island	2	4137.61	597.93	455.41	5
2015 / 10	Manhattan	2	2105.4	460.46	295.76	1
2015 / 10	Queens	8	3699.03	495.31	351.82	4
2015 / 10	Queens	12	6431.4	489.43	660.86	4
2015 / 10	Bronx	1	1822.34	100.94	113.04	2
2015 / 10	Bronx	4	3990.57	208.47	251.87	2
2015 / 10	Brooklyn	6	2128.73	623.3	423.31	3
2015 / 10	Queens	4	4198.16	342.74	345.61	4
2015 / 10	Brooklyn	12	6471.51	697.24	420.54	3
2015 / 10	Brooklyn	14	4920.69	454.45	330.36	3
2015 / 10	Manhattan	4	2349.4	531.49	403.37	1
2015 / 10	Staten Island	3	5594.41	811.24	624.55	5
2015 / 10	Manhattan	10	2790.3	264.38	223.85	1
2015 / 10	Brooklyn	15	4691.45	619.21	450.96	3
2015 / 10	Brooklyn	16	1948.2	106.47	129.79	3
2015 / 10	Queens	13	5106.58	543.36	638.97	4
2015 / 10	Brooklyn	4	3014.37	212.97	281.09	3
2015 / 10	Brooklyn	8	2636.38	240.06	220.26	3
2015 / 10	Brooklyn	5	4435.72	231.26	303.49	3
2015 / 11	Manhattan	7	5076.65	1142.89	677.42	1
2015 / 11	Brooklyn	16	1912.85	91.97	107.28	3
2015 / 11	Queens	10	3270.72	369.7	376.63	4
2015 / 11	Bronx	11	3096.67	268.47	248.47	2
2015 / 11	Brooklyn	4	2876.34	189.35	250.44	3
2015 / 11	Brooklyn	10	3181.95	510.36	369.24	3
2015 / 11	Manhattan	2	2059.72	458.72	290.23	1
2015 / 11	Brooklyn	8	2619.12	246.4	219.63	3
2015 / 11	Queens	8	3802.24	446.18	312.85	4
2015 / 11	Queens	9	3974.72	403.16	405.16	4
2015 / 11	Bronx	5	3365.69	187.67	275.36	2
2015 / 11	Queens	13	5441.72	479.62	573.28	4
2015 / 11	Queens	1	3979.61	531.33	512.46	4
2015 / 11	Brooklyn	1	4915.01	466.58	358.17	3
2015 / 11	Manhattan	5	1264.79	252.22	140.83	1
2015 / 11	Manhattan	4	2225.56	424	318	1
2015 / 11	Manhattan	8	5269.86	1181.87	693.95	1
2015 / 11	Manhattan	10	2688.2	216.61	182.11	1
2015 / 11	Queens	4	4044.76	305.83	284.49	4
2015 / 11	Bronx	4	3996.12	203.56	249.45	2
2015 / 11	Staten Island	1	5180.71	591.07	506.21	5
2015 / 11	Queens	14	2922.53	209.05	170.52	4
2015 / 11	Staten Island	3	6010.12	744.9	542.42	5
2015 / 11	Brooklyn	11	4843.74	568.39	419.98	3
2015 / 11	Brooklyn	13	1978.57	157.77	156.93	3
2015 / 11	Brooklyn	18	5454.41	533.42	435.85	3
2015 / 11	Staten Island	2	4359.17	537.16	404.69	5
2015 / 11	Bronx	9	3723.58	169.63	239.48	2
2015 / 11	Brooklyn	9	2944.21	217.45	161.03	3
2015 / 11	Bronx	6	2100.54	102.2	137.94	2
2015 / 11	Brooklyn	5	4287.07	222.4	299.79	3
2015 / 11	Bronx	2	1430.97	64	99.27	2
2015 / 11	Brooklyn	7	3182.23	393.75	349.6	3
2015 / 11	Bronx	1	1854.65	98.84	112.19	2
2015 / 11	Queens	5	4647.92	613.11	579.71	4
2015 / 11	Manhattan	6	2760.21	494.59	336	1
2015 / 11	Brooklyn	14	4891.46	445.03	306.65	3
2015 / 11	Brooklyn	2	2417.97	446.22	304.18	3
2015 / 11	Brooklyn	6	2015.91	560.59	368.86	3
2015 / 11	Queens	2	2789.27	376.65	293.78	4
2015 / 11	Bronx	3	1783.64	98.33	126.17	2
2015 / 11	Manhattan	3	2841.07	297.5	251.59	1
2015 / 11	Brooklyn	3	3895.64	279.79	252.31	3
2015 / 11	Bronx	7	3565.84	224.14	324.4	2
2015 / 11	Brooklyn	17	4242.81	286.63	329.77	3
